condition,therapeuticarea,summary,purpose,gender,age,status,cwid,modified,sponsor,phase
Memory Loss,Neurology Psychiatry/Psychology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216343,"",,
Memory Loss,Neurology Psychiatry/Psychology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216349,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216313,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216321,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216300,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216304,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216318,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216319,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216326,"",,
Memory Problems,Neurology,AC-1204 26-Week Long Term Efficacy Response Trial With Optional Open-label Ext (NOURISH AD),"This study will evaluate the effects of daily dosing of AC-1204 on cognition, activities of daily living, resource utilization, quality of life, pharmacokinetic measures and safety among participants with mild to moderate Alzheimer's Disease",Both Male and Female,N/A,Recruiting,188640,"",,3
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216298,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216301,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216302,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216305,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216306,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216309,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216311,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216312,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216322,"",,
Memory Problems,Neurology,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Efficacy And Safety Study of Crenezumab in Patients With Prodromal to Mild Alzheimer's Disease",The study will evaluate the efficacy and safety of crenezumab versus placebo in participants with prodromal to mild AD.,"",Both Male and Female,50 to 85 Years,216210,"",Recruiting,
Memory Problems,Neurology,"An exploratory, paired biomarker study in subjects with Alzheimer's disease vs. healthy subjects","An exploratory, paired biomarker study in subjects with Alzheimer's disease vs. healthy subjects","",Both Male and Female,31 to 89 Years,216215,"",Recruiting,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216299,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216324,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216294,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216316,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216327,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216317,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216320,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216323,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216295,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216310,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216325,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216315,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216293,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216308,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216314,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216303,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216307,"",,
Memory Problems,Neurology,Memory Loss Research Study,"With age, some memory loss is normal. But it can also indicate the beginnings of Alzheimer’s. If you’ve noticed more forgetfulness and a decreased ability to function over the last year, you may be in the beginning stages of Alzheimer’s. If you have not been diagnosed and are between ages 55 and 85, call Clinical Research Associates in Nashville, TN. We are enrolling a new research study to evaluate an investigational medication for Alzheimer’s. It is designed for people who have not yet been diagnosed with the disease.",Both Male and Female,55 to 85 Years,Recruiting,193280,"",Merck,3
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216297,"",,
Memory Problems,Neurology,Are you concerned about memory loss?,"If you have noticed recent memory changes, you may be interested in learning more about the APECS clinical research study for a very early stage of Alzheimer’s disease called prodromal Alzheimer’s disease.","",Both Male and Female,N/A,216296,"",,
Memory Problems,Neurology,Machen Sie sich Sorgen wegen nachlassender Gedächtnisleistungen?,"Wenn Sie in letzter Zeit Veränderungen an Ihrem Gedächtnis festgestellt haben, könnte Sie das klinische Forschungsprojekt APECS interessieren. Dieses Projekt beschäftigt sich mit einem sehr frühen Stadium von Alzheimer, der sogenannten prodromalen Alzheimer-Erkrankung.","",Both Male and Female,50 to 85 Years,216413,"",,
Memory Problems,Neurology,Machen Sie sich Sorgen wegen nachlassender Gedächtnisleistungen?,"Wenn Sie in letzter Zeit Veränderungen an Ihrem Gedächtnis festgestellt haben, könnte Sie das klinische Forschungsprojekt APECS interessieren. Dieses Projekt beschäftigt sich mit einem sehr frühen Stadium von Alzheimer, der sogenannten prodromalen Alzheimer-Erkrankung.","",Both Male and Female,50 to 85 Years,216415,"",,
Memory Problems,Neurology,Machen Sie sich Sorgen wegen nachlassender Gedächtnisleistungen?,"Wenn Sie in letzter Zeit Veränderungen an Ihrem Gedächtnis festgestellt haben, könnte Sie das klinische Forschungsprojekt APECS interessieren. Dieses Projekt beschäftigt sich mit einem sehr frühen Stadium von Alzheimer, der sogenannten prodromalen Alzheimer-Erkrankung.","",Both Male and Female,50 to 85 Years,216414,"",,
Memory Problems,Neurology,Machen Sie sich Sorgen wegen nachlassender Gedächtnisleistungen?,"Wenn Sie in letzter Zeit Veränderungen an Ihrem Gedächtnis festgestellt haben, könnte Sie das klinische Forschungsprojekt APECS interessieren. Dieses Projekt beschäftigt sich mit einem sehr frühen Stadium von Alzheimer, der sogenannten prodromalen Alzheimer-Erkrankung.","",Both Male and Female,50 to 85 Years,216412,"",,
Memory Problems,Neurology,Machen Sie sich Sorgen wegen nachlassender Gedächtnisleistungen?,"Wenn Sie in letzter Zeit Veränderungen an Ihrem Gedächtnis festgestellt haben, könnte Sie das klinische Forschungsprojekt APECS interessieren. Dieses Projekt beschäftigt sich mit einem sehr frühen Stadium von Alzheimer, der sogenannten prodromalen Alzheimer-Erkrankung.","",Both Male and Female,50 to 85 Years,216416,"",,
Memory Problems,Neurology,Machen Sie sich Sorgen wegen nachlassender Gedächtnisleistungen?,"Wenn Sie in letzter Zeit Veränderungen an Ihrem Gedächtnis festgestellt haben, könnte Sie das klinische Forschungsprojekt APECS interessieren. Dieses Projekt beschäftigt sich mit einem sehr frühen Stadium von Alzheimer, der sogenannten prodromalen Alzheimer-Erkrankung.","",Both Male and Female,50 to 85 Years,216417,"",,
Memory Problems,Neurology,Machen Sie sich Sorgen wegen nachlassender Gedächtnisleistungen?,"Wenn Sie in letzter Zeit Veränderungen an Ihrem Gedächtnis festgestellt haben, könnte Sie das klinische Forschungsprojekt APECS interessieren. Dieses Projekt beschäftigt sich mit einem sehr frühen Stadium von Alzheimer, der sogenannten prodromalen Alzheimer-Erkrankung.","",Both Male and Female,50 to 85 Years,216418,"",,
Meningitis,Immunology Neurology Infections and Infectious Diseases Vaccines,Pediatrics-Meningococcal Vaccine,The Department of Pediatric Infectious Diseases at Winthrop-University Hospital is conducting a study of an investigational vaccine for meningococcal disease type B (MnB).,Both Male and Female,10 to 18 Years,Recruiting,191672,"",,3
Meningitis,Immunology Neurology Infections and Infectious Diseases Vaccines,Meningococcal Meningitis Vaccine – Ages 10-55,A research study is evaluating an investigational vaccine for meningococcal meningitis.,"",Both Male and Female,10 to 55 Years,214251,"",,
Meningitis,Immunology Neurology Infections and Infectious Diseases Vaccines,Meningococcal Meningitis Vaccine – Ages 10-55,A research study is evaluating an investigational vaccine for meningococcal meningitis.,"",Both Male and Female,10 to 55 Years,214252,"",,
Meningitis,Immunology Neurology Infections and Infectious Diseases Vaccines,Meningococcal Meningitis Vaccine – Ages 10-55,A research study is evaluating an investigational vaccine for meningococcal meningitis.,"",Both Male and Female,10 to 55 Years,214253,"",,
Meningitis,Immunology Neurology Infections and Infectious Diseases Vaccines,Meningococcal Meningitis Vaccine – Adults 56+,A research study is evaluating an investigational vaccine for meningococcal meningitis.,"",Both Male and Female,56 and up,215109,"",,
Meningitis,Immunology Neurology Infections and Infectious Diseases Vaccines,Meningitis Vaccine,Are you generally healthy and have never received a meningitis vaccine? You may qualify for a clinical study involving 2 visits and 2 phone calls over 6 months.,Both Male and Female,10 and up,Recruiting,216264,"",,3
Menopause,Obstetrics/Gynecology (Women’s Health) Endocrinology Family Medicine,Are you menopausal with symptoms of vaginal dryness or pain with sexual activity?,"If you do, and have had no menses in at least 1 year you may qualify for a reasearch study using an Estrogen vaginal tablet vs. an investigational estrogen vaginal tablet vs. a placebo tablet.","",Female,N/A,214106,"",,
Menopause,Obstetrics/Gynecology (Women’s Health) Endocrinology Family Medicine,Can't stand the heat of your hot flashes? The Hot Flash Study may be able to help.,"Our team is evaluating a non-hormonal investigational medication, to see if it helps reduce the frequency and severity of hot flashes in postmenopausal women.","",Female,N/A,214104,"",,
Menopause,Obstetrics/Gynecology (Women’s Health) Endocrinology Family Medicine,Dealing with Menopause Symptoms?,A new clinical research study is investigating a once-daily oral medication in women with vaginal dryness caused by menopause.,"",Female,40 to 80 Years,214105,"",,
Menopause,Obstetrics/Gynecology (Women’s Health) Endocrinology Family Medicine,Research Studies for the Treatment of MENOPAUSAL SYMPTOMS,"Are you a woman experiencing menopause? If so you may be experiencing one or more of the unpleasant symptoms that come with this experience. These are the symptoms of menopause that pharmaceutical companies are trying to find treatments for. Horizons Clinical Research Center, LLC often conducts studies for these new investigational treatments and looks for volunteers to participate in these studies.","",Female,N/A,216555,"",,
Menopause,Obstetrics/Gynecology (Women’s Health) Endocrinology Family Medicine,A study for patients with moderate vaginal dryness due to menopause.,"A Study to Evaluate the Efficacy and Safety of Ospemifene in Patients with Moderate to Severe Vaginal Dryness, a Symptom of Vulvo-vaginal Atrophy (VVA) due to Menopause.",Female,40 to 80 Years,Recruiting,213906,"","Shionogi, Inc.",3
Men's Health,Cardiology/Vascular Diseases Endocrinology Immunology Nephrology,Low Testosterone,Are you bothered by low testosterone?,"",Male,N/A,212731,"",,
Menstrual Disorders,Obstetrics/Gynecology (Women’s Health) Family Medicine,"Do you have moderate to severe vaginal dryness, a symptom of vulvo-vaginal atrophy (VVA) due to menopause?","A Phase 3, Randomized, Double-blind, Placebo- controlled Multicenter Study to Evaluate the Efficacy and Safety of Ospemifene in Patients with Moderate to Severe Vaginal Dryness, a Symptom of Vulvo-vaginal Atrophy (VVA) due to Menopause.",Female,N/A,Recruiting,215692,"",,3
Menstrual Disorders,Obstetrics/Gynecology (Women’s Health) Family Medicine,A Phase 3 Study to Evaluate the Efficacy and Safety of Elagolix in Combination with Estradiol/Norethindrone Acetate for the Management of Heavy Menstrual Bleeding Associated with Uterine Fibroids in Premenopausal Women M12-817,"The purpose of this study is to determine the safety and effectiveness of elagolix compared to placebo in reducing heavy menstrual bleeding associated with uterine fibroids. Subjects will be randomly assigned to take elagolix or placebo. Some subjects will also be randomly assigned to receive elagolix in combination with add-back therapy (E2/NETA). The aim of add-back therapy is to partially replace the hormones produced by the ovaries that are suppressed by elagolix in order to reduce symptoms associated with low estradiol levels such as hot flashes, and to prevent potential bone loss. This study will also assess whether taking add-back therapy changes the way elagolix works in reducing menstrual bleeding and fibroid size.","",Female,21 and up,215231,"",Recruiting,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213748,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213751,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213754,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213757,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213812,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213815,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213760,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213763,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213766,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213769,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213772,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213775,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213778,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213781,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213784,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213787,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213791,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213794,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Minerva Pivotal Trial,The study gathers information about a new medical device that has been developed to perform endometrial ablations. Women who suffer from excessive menstrual bleeding are randomized to the new device or a control device used to perform the endometrial ablation. Patients are followed for 3 years after the procedure.,"",Female,25 to 50 Years,192268,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Post-ablation hysteroscopy,"Patients who are planning to have an endometrial ablation are randomized to one of two methods for performing endometrial ablation. Six months after the procedure, the physician examines the uterus to note whatever changes have occurred.","",Female,N/A,192269,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213797,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213809,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),SONATA,SONATA is a clinical research study to evaluate the ability of a new investigational medical device to reduce heavy menstrual bleeding associated with uterine fibroids (it is not necessary to have been diagnosed with uterine fibroids in the past).,"",Female,25 to 50 Years,214274,"",Recruiting,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213803,"",,
Menstruation,Obstetrics/Gynecology (Women’s Health),Sonography Guided Transcervical Ablation of Uterine Fibroids (SONATA),"If you’re tired of heavy periods due to uterine fibroids, you may qualify for a new clinical research study. The study is for the Sonata™ System – an investigational device that targets fibroids and preserves the uterus through an incision-free, outpatient procedure.","",Female,25 to 50 Years,213806,"",,
Metabolic Disorders,Endocrinology,Long-Term Registry of Patients With Urea Cycle Disorders (UCDs),"THRIVE is an observational study that will collect information on patients with UCDs. THRIVE will follow enrolled participants for up to 10 years. As an observational study, enrolled patients will not be required to make any additional office visits or take any medicine outside of normal care.","",Both Male and Female,N/A,203166,"",Recruiting,
Metastatic Cancer,Oncology Family Medicine,Phase 2 Trial of CMB305 and Atezolizumab in Patients with Sarcoma (IMDZ-G232),"This is an open-label Phase 2 randomized study that will examine the use of the study agents, CMB305 (sequentially administered LV305 [a dendritic cell-targeting viral vector expressing the NY-ESO-1 gene] and G305 [NY-ESO-1 recombinant protein plus GLA-SE]) in combination with atezolizumab or atezolizumab alone, in patients with locally advanced, relapsed or metastatic sarcoma (synovial or myxoid/round cell liposarcoma) expressing the NY-ESO-1 protein.",Both Male and Female,18 and up,Recruiting,213718,"",Immune Design,2
Metastatic Cancer,Oncology Family Medicine,Phase 2 Trial of CMB305 and Atezolizumab in Patients with Sarcoma (IMDZ-G232),"This is an open-label Phase 2 randomized study that will examine the use of the study agents, CMB305 (sequentially administered LV305 [a dendritic cell-targeting viral vector expressing the NY-ESO-1 gene] and G305 [NY-ESO-1 recombinant protein plus GLA-SE]) in combination with atezolizumab or atezolizumab alone, in patients with locally advanced, relapsed or metastatic sarcoma (synovial or myxoid/round cell liposarcoma) expressing the NY-ESO-1 protein.",Both Male and Female,18 and up,Recruiting,211793,"",Immune Design,2
Metastatic Cancer,Oncology Family Medicine,"SWOG S1201: A Randomized Phase II Pilot Study Prospectively Evaluating Treatment for Patients Based on ERCC1(Excision Repair Cross-Complementing 1) for Advanced/Metastatic Esophageal, Gastric or Gastroesophageal Junction (GEJ) Cancer","CW ID: 183305
Date Last Changed:  May 23, 2014",Both Male and Female,N/A,Recruiting,183305,"",,2
Metastatic Cancer,Oncology Family Medicine,Evaluation of Targeted Radiofrequency Ablation and Vetebral Augmentation prior to or following Radiation Therapy to Treat Painful Metastatic Vetebral Body Tumor(s) [The STARRT Study],To evaluate treating painful metastatic lesions in vetebral bodies with pathologic fractures with targeted radiofrequency ablation (t-RFA) and vetebral augmentation (VA) prior to or following radiation therapy.,"",Both Male and Female,N/A,212350,"",Recruiting,
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192724,"",Allergan,3
Migraine (Pediatric),Pediatrics/Neonatology Neurology Family Medicine,A Study Using Botulinum Toxin Type A as Headache Prophylaxis in Adolescents with Chronic Migraine,A study for Adolescents with Chronic Migraine,Both Male and Female,12 to 17 Years,Recruiting,192735,"",Allergan,3
